0,0,51,15,.,.
1,1,51,15,1009.0,2992.56
2,1,51,15,2992.56,19999.0
2,1,51,-1,.,.
3,3,18,0,.,.
3,3,18,1,.,.
3,3,18,9,.,.
4,12,18,-1,.,.
4,12,18,2,.,.
4,12,18,3,.,.
4,12,18,4,.,.
4,12,18,5,.,.
4,12,18,6,.,.
4,12,18,7,.,.
4,12,18,8,.,.
4,12,18,10,.,.
4,12,18,11,.,.
4,12,18,12,.,.
4,12,18,13,.,.
4,12,18,14,.,.
5,65,19,-1,.,.
5,65,19,21,.,.
5,65,19,27,.,.
5,65,19,30,.,.
5,65,19,31,.,.
5,65,19,32,.,.
5,65,19,33,.,.
5,65,19,34,.,.
5,65,19,35,.,.
5,65,19,37,.,.
5,65,19,40,.,.
5,65,19,42,.,.
5,65,19,43,.,.
5,65,19,44,.,.
5,65,19,45,.,.
5,65,19,46,.,.
5,65,19,47,.,.
5,65,19,49,.,.
5,65,19,52,.,.
5,65,19,54,.,.
5,65,19,55,.,.
5,65,19,56,.,.
5,65,19,58,.,.
5,65,19,60,.,.
5,65,19,63,.,.
5,65,19,64,.,.
5,65,19,65,.,.
5,65,19,68,.,.
5,65,19,70,.,.
5,65,19,73,.,.
5,65,19,74,.,.
5,65,19,76,.,.
5,65,19,77,.,.
5,65,19,78,.,.
5,65,19,80,.,.
5,65,19,83,.,.
5,65,19,86,.,.
5,65,19,87,.,.
5,65,19,88,.,.
5,65,19,89,.,.
5,65,19,90,.,.
5,65,19,93,.,.
5,65,19,95,.,.
5,65,19,98,.,.
5,65,19,99,.,.
5,65,19,102,.,.
5,65,19,104,.,.
5,65,19,105,.,.
5,65,19,106,.,.
5,65,19,108,.,.
5,65,19,109,.,.
5,65,19,113,.,.
5,65,19,114,.,.
5,65,19,118,.,.
5,65,19,121,.,.
5,65,19,122,.,.
5,65,19,123,.,.
5,65,19,124,.,.
5,65,19,126,.,.
5,65,19,127,.,.
5,65,19,128,.,.
5,65,19,129,.,.
5,65,19,130,.,.
5,65,19,131,.,.
5,65,19,133,.,.
5,65,19,138,.,.
6,35,19,22,.,.
