132,0,0,185,-1,-1,2,139,0.02862997854546967,1452,186,0.8381542699724518,2,30,148,9,.,1.0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,69,27,69
132,1,1,190,0,185,1,139,0.049752326593126894,377,186,0.7082228116710876,2,83,148,171,0.2596418732782369,0.2596418732782369,72,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,75,38,75,38
132,2,1,182,0,185,1,139,0.042499219341738725,1075,186,0.8837209302325582,2,98,148,172,0.740358126721763,0.740358126721763,116,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,126,42,126,42
132,3,2,131,1,190,2,139,0.08337823272109202,125,186,0.536,2,115,148,177,0.33156498673740054,0.08608815426997245,117,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,1,110,105,110,105
132,4,2,182,1,190,1,139,0.06933103475440183,252,186,0.7936507936507936,2,124,148,178,0.6684350132625995,0.17355371900826447,52,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,4,63,100,63,100
132,5,2,183,2,182,1,139,0.02654576137445619,637,186,0.8241758241758241,2,36,148,164,0.5925581395348837,0.43870523415977963,94,128,-1,-1,-1,-1,-1,-1,-1,128,-1,16,-1,-1,-1,-1,101,39,101,39
132,6,2,-1,2,182,3,149,0.0,438,186,0.9703196347031964,0,22,148,165,0.40744186046511627,0.30165289256198347,84,130,-1,-1,-1,-1,-1,-1,-1,129,-1,16,-1,-1,-1,-1,93,44,93,44
132,7,3,183,3,131,1,139,0.11683967045917454,90,191,0.5666666666666667,2,48,148,151,0.72,0.06198347107438017,109,14,14,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,1,90,99,90,99
132,8,3,187,3,131,1,139,0.26995122252690623,35,186,0.8,2,50,148,152,0.28,0.024104683195592287,60,20,20,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,1,77,111,77,111
132,9,3,190,4,182,1,139,0.06802153791092391,90,186,0.6222222222222222,2,51,148,166,0.35714285714285715,0.06198347107438017,109,141,-1,-1,-1,-1,-1,-1,-1,140,-1,11,-1,-1,-1,4,103,87,103,87
132,10,3,147,4,182,2,139,0.036184888536067994,162,186,0.8888888888888888,2,56,148,163,0.6428571428571429,0.1115702479338843,37,127,-1,-1,-1,-1,-1,-1,-1,127,-1,11,-1,-1,-1,4,49,53,49,53
132,11,3,-1,5,183,3,149,0.0,454,186,0.8722466960352423,0,22,148,167,0.7127158555729984,0.31267217630853994,85,145,-1,-1,-1,-1,-1,-1,-1,128,145,16,-1,-1,-1,-1,91,104,91,104
132,12,3,142,5,183,1,139,0.0625096293463887,183,186,0.7049180327868853,2,66,148,170,0.28728414442700156,0.12603305785123967,41,189,-1,-1,-1,-1,-1,-1,-1,128,189,16,-1,-1,-1,-1,43,102,43,102
132,13,4,-1,7,183,3,149,0.0,75,191,0.6533333333333333,0,22,148,169,0.8333333333333334,0.05165289256198347,97,184,14,-1,-1,-1,-1,-1,-1,-1,184,11,-1,-1,-1,1,73,95,73,95
132,14,4,-1,7,183,3,149,0.0,15,186,0.8666666666666667,0,22,148,168,0.16666666666666666,0.010330578512396695,28,144,14,-1,-1,-1,-1,-1,-1,-1,144,11,-1,-1,-1,1,47,57,47,57
132,15,4,143,8,187,2,139,0.21330116100307872,16,186,0.5625,2,68,148,175,0.45714285714285713,0.011019283746556474,29,136,20,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,135,-1,1,122,112,122,112
132,16,4,-1,8,187,3,149,0.0,19,186,1.0,0,22,148,174,0.5428571428571428,0.013085399449035813,31,134,20,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,134,-1,1,55,-1,55,-1
132,17,4,-1,9,190,3,149,0.0,44,186,0.7727272727272727,0,22,148,180,0.4888888888888889,0.030303030303030304,81,7,-1,-1,-1,-1,-1,-1,-1,140,-1,11,-1,-1,-1,8,88,34,88,34
132,18,4,146,9,190,1,139,0.08800294383817608,46,191,0.5217391304347826,2,71,148,179,0.5111111111111111,0.03168044077134986,82,6,-1,-1,-1,-1,-1,-1,-1,140,-1,11,-1,-1,-1,6,67,70,67,70
132,19,4,187,10,147,1,139,0.20635610621867018,35,186,0.7428571428571429,2,76,148,159,0.21604938271604937,0.024104683195592287,60,10,-1,-1,-1,-1,-1,10,-1,127,-1,11,-1,-1,-1,4,74,119,74,119
132,20,4,-1,10,147,3,149,0.0,127,186,0.9291338582677166,0,22,148,160,0.7839506172839507,0.087465564738292,118,17,-1,-1,-1,-1,-1,17,-1,127,-1,11,-1,-1,-1,4,40,123,40,123
132,21,4,-1,12,142,3,149,0.0,112,186,0.8125,0,22,148,153,0.6120218579234973,0.07713498622589532,114,150,-1,150,-1,-1,-1,-1,-1,128,189,16,-1,-1,-1,-1,125,64,125,64
132,22,4,181,12,142,2,139,0.1034093735915711,71,186,0.5352112676056338,2,79,148,154,0.3879781420765027,0.048898071625344354,92,188,-1,188,-1,-1,-1,-1,-1,128,189,16,-1,-1,-1,-1,89,86,89,86
132,23,5,-1,15,143,3,149,0.0,9,191,0.6666666666666666,0,22,148,155,0.5625,0.006198347107438017,24,15,20,-1,15,-1,-1,-1,-1,-1,-1,11,-1,135,-1,1,80,107,80,107
132,24,5,-1,15,143,3,149,0.0,7,186,0.8571428571428571,0,22,148,156,0.4375,0.0048209366391184574,23,21,20,-1,21,-1,-1,-1,-1,-1,-1,11,-1,135,-1,1,108,26,108,26
132,25,5,-1,18,146,3,149,0.0,27,191,0.6666666666666666,0,22,148,158,0.5869565217391305,0.01859504132231405,33,5,-1,-1,-1,5,-1,-1,-1,140,-1,11,-1,-1,-1,6,121,54,121,54
132,26,5,-1,18,146,3,149,0.0,19,186,0.6842105263157895,0,22,148,157,0.41304347826086957,0.013085399449035813,31,3,-1,-1,-1,2,-1,-1,-1,140,-1,11,-1,-1,-1,6,46,106,46,106
132,27,5,-1,19,187,3,149,0.0,12,191,0.5833333333333334,0,22,148,176,0.34285714285714286,0.008264462809917356,25,137,-1,-1,-1,-1,-1,10,-1,127,-1,11,-1,138,-1,4,96,113,96,113
132,28,5,-1,19,187,3,149,0.0,23,186,0.9130434782608695,0,22,148,173,0.6571428571428571,0.01584022038567493,32,133,-1,-1,-1,-1,-1,10,-1,127,-1,11,-1,133,-1,4,65,58,65,58
132,29,5,-1,22,181,3,149,0.0,29,191,0.6896551724137931,0,22,148,161,0.4084507042253521,0.01997245179063361,59,12,-1,188,-1,-1,-1,-1,12,128,189,16,-1,-1,-1,-1,120,62,120,62
132,30,5,-1,22,181,3,149,0.0,42,186,0.6904761904761905,0,22,148,162,0.5915492957746479,0.028925619834710745,61,19,-1,188,-1,-1,-1,-1,19,128,189,16,-1,-1,-1,-1,78,45,78,45
