21915.0,0.0,72720.50000000001,-382581.69999999995
21915.0,31.0,537412.9900000005,370733.26
21915.0,60.0,430579.15000000014,497049.12
21915.0,91.0,85769.04000000004,217418.3299999999
21915.0,121.0,321211.6199999998,206100.52999999988
21915.0,152.0,314377.1699999999,286769.08999999997
21915.0,182.0,238138.35,659021.7499999998
21915.0,213.0,113098.33999999998,299875.4600000001
21915.0,244.0,209443.52000000002,548352.5099999999
21915.0,274.0,424605.68,1038955.6400000002
21915.0,305.0,340578.80999999994,1001251.3799999999
21915.0,335.0,281857.94000000006,863660.6400000002
22281.0,0.0,1851478.44,-406428.9100000002
22281.0,31.0,402217.77,1046712.6999999996
22281.0,60.0,1286684.23,1423603.08
22281.0,91.0,3120354.1,2891118.950000001
22281.0,121.0,4281368.690000001,4466980.61
22281.0,152.0,6369719.239999995,6249404.67
22281.0,182.0,8729879.140000002,9345638.839999996
22281.0,213.0,8928786.579999993,8428329.609999996
22281.0,244.0,1.1123345549999999E7,1.0588070509999996E7
22281.0,274.0,1.0619608639999993E7,1.0910075559999999E7
22281.0,305.0,1.045492927E7,1.1091870379999995E7
22281.0,335.0,1.0061872449999997E7,9876301.509999992
22646.0,0.0,1.4235742255999994E8,1.3739344979000014E8
22646.0,31.0,1.4522135430000009E7,1.4080477919999994E7
22646.0,60.0,2.057494941000001E7,1.8513433089999996E7
22646.0,91.0,1.9664877350000024E7,1.9750460419999987E7
22646.0,121.0,2.303706295000002E7,2.2493549239999987E7
22646.0,152.0,3.2518727700000014E7,3.0797901219999988E7
22646.0,182.0,3.650984107000003E7,3.7401114750000015E7
22646.0,213.0,3.804460130000004E7,3.4478912690000005E7
22646.0,244.0,5.583404422000005E7,5.209661967000006E7
22646.0,274.0,6.795838386000015E7,6.692280834000018E7
22646.0,305.0,8.195039440000026E7,8.006071413000035E7
22646.0,335.0,7.409298761299969E8,7.346933058599982E8
23011.0,0.0,2.5191046975999886E8,2.1122137326000014E8
23011.0,31.0,2.7558767086999756E8,2.3243096371E8
23011.0,60.0,8.50171317009998E8,6.557912726499926E8
23011.0,91.0,1.8587484118800073E9,1.4361691168599958E9
23011.0,121.0,6.869747429729335E9,5.306709540630161E9
23011.0,152.0,1.6100887330013588E10,1.2086404950120802E10
23011.0,182.0,1.3680144031294577E10,1.0504228337641153E10
23011.0,213.0,1.0891064393897007E10,8.812694028200953E9
23011.0,244.0,8.68961209148452E9,6.319892028170865E9
