232,0,0,233,-1,-1,2,168,0.051641061184808074,839,145,,2,75,173,0.0,145,0.05202681505471651,0.017014132605576188,0,.,1.0,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
232,1,1,228,0,233,2,168,0.012208492461659712,268,131,,2,116,173,0.0,131,0.040575186422037245,0.015113015954551026,221,0.31942789034564956,0.31942789034564956,124,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
232,2,1,171,0,233,2,168,0.015529833586075882,571,150,,2,149,173,0.0,150,0.05740166001716496,0.015099674930026468,223,0.6805721096543504,0.6805721096543504,162,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37
232,3,2,225,1,228,2,168,0.003448093992336934,111,113,,2,165,173,0.0,113,0.03254821051426008,0.01358256857761045,205,0.4141791044776119,0.13230035756853398,88,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,5
232,4,2,231,1,228,2,168,0.006333266348058867,157,135,,2,167,173,0.0,135,0.04625030951607077,0.013512030966713776,210,0.585820895522388,0.1871275327771156,93,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,5
232,5,2,229,2,171,2,168,0.0073790224414480785,519,151,,2,83,173,0.0,151,0.05905241774765977,0.014190592917840143,181,0.9089316987740805,0.6185935637663885,161,18,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37
232,6,2,172,2,171,2,168,0.0022016182144439875,52,131,,2,87,173,0.0,131,0.0409258280531878,0.01408593676868918,184,0.09106830122591944,0.06197854588796186,158,50,-1,-1,-1,-1,-1,-1,-1,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37
232,7,3,-1,3,225,3,174,0.0,9,77,,0,66,173,0.0,77,0.013785011297089528,0.007374668546863765,189,0.08108108108108109,0.010727056019070322,73,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,32,-1,-1,-1,-1,-1,-1,5
232,8,3,226,3,225,2,168,0.002836572191555333,102,115,,2,90,173,0.0,115,0.034203786915775136,0.012746693893416337,191,0.918918918918919,0.12157330154946365,85,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,32,-1,-1,-1,-1,-1,-1,5
232,9,3,228,4,231,2,168,0.0025096567783186425,64,120,,2,91,173,0.0,120,0.0385940695390237,0.01071399684122391,219,0.40764331210191085,0.07628128724672228,164,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,3,5
