-100,0.07872305986808102,0.07872305986808102,18,7,45
-100,0.18547601690722906,-0.18547601690722906,18,13,45
-100,0.021610515609349262,-0.021610515609349262,18,5,45
-100,0.09677810190610193,-0.09677810190610193,18,14,45
-100,0.11465357445851354,-0.11465357445851354,18,15,45
-100,0.4547509098087379,-0.4547509098087379,27,16,45
-100,0.09370333881808493,-0.09370333881808493,18,17,45
-100,0.08217756884826109,-0.08217756884826109,18,26,45
-100,0.46769255637149304,-0.46769255637149304,27,50,45
-100,0.14497058952928157,-0.14497058952928157,18,28,45
-100,0.0061063657306421465,0.0061063657306421465,18,29,45
-100,0.18088658022376183,-0.18088658022376183,18,40,45
-100,0.16772218133156966,-0.16772218133156966,18,30,45
-100,0.23197883206538886,-0.23197883206538886,18,8,45
-100,0.08879819301573318,0.08879819301573318,18,35,45
-100,0.13029059304694598,-0.13029059304694598,18,9,45
-100,0.028849219801043574,0.028849219801043574,18,36,45
-100,0.21155692291472591,0.21155692291472591,18,10,45
-100,0.4464272170988812,0.4464272170988812,27,37,45
-100,0.08426654759852611,-0.08426654759852611,18,11,45
-100,0.12194420917920974,0.12194420917920974,18,38,45
-100,0.1810091131971435,-0.1810091131971435,18,12,45
-100,0.06685294900002638,0.06685294900002638,18,39,45
-100,0.056228578316292306,0.056228578316292306,18,7,44
-100,0.17496422490561298,-0.17496422490561298,18,13,44
-100,0.017264456793344325,0.017264456793344325,18,5,44
-100,0.10230699144807397,-0.10230699144807397,18,14,44
-100,0.08658078385223446,-0.08658078385223446,18,15,44
-100,0.4431934970887315,-0.4431934970887315,27,16,44
-100,0.07010370367632604,-0.07010370367632604,18,17,44
-100,0.057542112768278295,-0.057542112768278295,18,26,44
-100,0.48188336502362034,-0.48188336502362034,27,50,44
-100,0.14970530704191373,-0.14970530704191373,18,28,44
-100,0.025512424447388337,0.025512424447388337,18,29,44
-100,0.16259249147574534,-0.16259249147574534,18,40,44
-100,0.14338052803100293,-0.14338052803100293,18,30,44
-100,0.22988704718985936,-0.22988704718985936,18,8,44
-100,0.14152695484722536,0.14152695484722536,18,35,44
